student_id,name,gender,university_name,university_type,department,semester/year,cgpa,subjects,attendance_percentage,study_hours_per_day,weak_subjects,strong_subjects,district,device_usage_time,preferred_study_time,exam_score,historical_scores,risk_level
U03888,Tanjila Chowdhury,Female,East West University,Private,Nursing,"Year 4, Fall",2.96,"Pharmacology, Clinical Pharmacy, Organic Chemistry, Human Anatomy, Genetics",66.5,7.6,"Human Anatomy, Organic Chemistry","Genetics, Pharmacology",Barishal,3.7,Morning,72.3,"77.0,68.5,67.5,67.8,72.3",Medium
U03889,Jannat Akter,Female,"Independent University, Bangladesh",Private,Microbiology,"Year 3, Spring",2.33,"Human Anatomy, Pharmacology, Genetics, Clinical Pharmacy, Organic Chemistry",72.1,3.6,Genetics,Clinical Pharmacy,Rangpur,2.9,Afternoon,55.3,"51.7,54.5,50.0,49.2,55.3",High
U03890,Jahid Khan,Male,"Independent University, Bangladesh",Private,Economics,"Year 3, Fall",3.81,"Marketing Strategy, Business Law, Microeconomics, Financial Accounting",97.9,4.5,"Marketing Strategy, Financial Accounting",Microeconomics,Narayanganj,7.3,Night,92.3,"94.2,89.5,91.6,92.8,92.3",Low
U03891,Sumaiya Hossain,Female,"Independent University, Bangladesh",Private,Journalism,"Year 4, Summer",2.77,"Ethics, Mass Communication, Literary Criticism, History of Art",87.7,4.3,Ethics,"History of Art, Literary Criticism",Tangail,9.8,Afternoon,71.0,"75.3,65.3,68.7,69.3,71.0",Medium
U03892,Naeem Islam,Male,Rajshahi University,Public,AI,"Year 4, Spring",3.17,"Algorithms, Machine Learning, Database Systems, Data Structures, Circuit Analysis, Thermodynamics",64.1,5.0,Thermodynamics,"Data Structures, Algorithms",Rajshahi,5.1,Night,75.7,"80.1,72.9,75.2,70.7,75.7",Medium
U03893,Rahim Ahmed,Male,BRAC University,Private,Mechanical Engineering,"Year 3, Fall",3.21,"Database Systems, Circuit Analysis, Machine Learning, Algorithms, Data Structures, Thermodynamics",59.2,3.5,"Thermodynamics, Database Systems","Circuit Analysis, Algorithms",Gazipur,6.3,Afternoon,77.6,"75.2,76.9,79.8,77.0,77.6",High
U03894,Sajid Begum,Male,American International University-Bangladesh,Private,Economics,"Year 1, Spring",3.88,"Marketing Strategy, Business Law, Microeconomics, Principles of Management",72.6,7.8,"Marketing Strategy, Business Law","Microeconomics, Principles of Management",Tangail,5.2,Evening,99.1,"100,94.7,89.6,98.7,99.1",Medium
U03895,Mahmud Hossain,Male,North South University,Private,History,"Year 4, Summer",2.92,"Mass Communication, Ethics, History of Art, Literary Criticism",82.2,3.2,"Literary Criticism, History of Art","Ethics, Mass Communication",Jessore,1.9,Afternoon,77.9,"68.8,74.7,77.8,80.0,77.9",Medium
U03896,Nabil Hossain,Male,Comilla University,Public,Economics,"Year 3, Fall",2.69,"Business Law, Microeconomics, Financial Accounting, Principles of Management, Marketing Strategy",61.5,5.3,Financial Accounting,"Business Law, Marketing Strategy",Khulna,8.9,Evening,67.0,"58.2,63.7,71.2,71.2,67.0",Medium
U03897,Shakib Khan,Male,RUET,Public,Psychology,"Year 2, Fall",3.51,"Political Science, World History, Social Psychology, Research Methodology",86.3,6.8,World History,Social Psychology,Sylhet,8.8,Morning,87.8,"80.4,80.3,79.3,91.0,87.8",Low
U03898,Arif Uddin,Male,East West University,Private,Software Engineering,"Year 1, Spring",2.66,"Thermodynamics, Machine Learning, Circuit Analysis, Database Systems, Data Structures",62.4,6.7,"Thermodynamics, Data Structures","Circuit Analysis, Machine Learning",Chattogram,10.4,Morning,66.1,"60.7,69.9,57.2,65.5,66.1",Medium
U03899,Rafi Uddin,Male,Ahsanullah University of Science and Technology,Private,Accounting,"Year 1, Summer",2.71,"Business Law, Microeconomics, Principles of Management, Marketing Strategy, Financial Accounting",89.2,2.4,Business Law,"Financial Accounting, Marketing Strategy",Cox's Bazar,6.0,Night,65.4,"68.8,59.2,69.7,67.2,65.4",Medium
U03900,Rahim Akter,Male,Daffodil International University,Private,International Relations,"Year 4, Spring",2.85,"Research Methodology, Social Psychology, Political Science, World History",96.8,7.4,Social Psychology,"Political Science, World History",Jessore,1.7,Morning,76.2,"72.7,67.5,69.8,78.5,76.2",Medium
U03901,Sumaiya Ali,Female,Daffodil International University,Private,International Relations,"Year 2, Fall",3.1,"Political Science, Research Methodology, World History, Social Psychology",96.5,6.3,World History,"Political Science, Research Methodology",Chattogram,5.1,Evening,80.3,"71.1,82.4,71.3,71.2,80.3",Low
U03902,Fahim Begum,Male,North South University,Private,MIS,"Year 3, Fall",3.87,"Business Law, Marketing Strategy, Microeconomics, Principles of Management, Financial Accounting",60.7,5.3,Business Law,Marketing Strategy,Bogura,7.9,Afternoon,96.3,"98.5,94.7,96.6,90.0,96.3",Medium
U03903,Nadia Hasan,Female,BRAC University,Private,Mechanical Engineering,"Year 1, Spring",2.93,"Data Structures, Thermodynamics, Machine Learning, Circuit Analysis, Algorithms, Database Systems",95.9,7.4,"Database Systems, Algorithms","Data Structures, Circuit Analysis",Narayanganj,4.8,Afternoon,75.9,"67.6,70.7,71.7,76.8,75.9",Medium
U03904,Tasnia Sarker,Female,KUET,Public,Software Engineering,"Year 3, Summer",3.28,"Thermodynamics, Algorithms, Machine Learning, Database Systems",82.3,6.4,"Machine Learning, Thermodynamics",Database Systems,Kushtia,6.5,Night,79.9,"71.1,78.0,81.2,73.8,79.9",Low
U03905,Jannat Sarker,Female,University of Liberal Arts Bangladesh,Private,BBA,"Year 2, Summer",3.34,"Microeconomics, Financial Accounting, Business Law, Marketing Strategy, Principles of Management",70.0,9.6,Marketing Strategy,Financial Accounting,Gazipur,3.3,Evening,79.0,"72.4,83.9,83.9,71.1,79.0",Medium
U03906,Jannat Hossain,Female,Chittagong University,Public,Nursing,"Year 3, Fall",3.3,"Human Anatomy, Clinical Pharmacy, Pharmacology, Genetics, Organic Chemistry",99,5.0,Genetics,Pharmacology,Tangail,1.6,Night,85.9,"88.0,89.9,88.5,80.0,85.9",Low
U03907,Sabina Akter,Female,BRAC University,Private,CSE,"Year 4, Spring",3.84,"Thermodynamics, Database Systems, Algorithms, Machine Learning, Circuit Analysis",85.9,4.6,"Machine Learning, Circuit Analysis","Thermodynamics, Database Systems",Cox's Bazar,9.1,Morning,99.5,"89.6,100,100,93.9,99.5",Low
U03908,Mahmud Ali,Male,BRAC University,Private,Sociology,"Year 2, Summer",3.0,"Social Psychology, Political Science, World History, Research Methodology",73.9,5.6,Political Science,"World History, Research Methodology",Khulna,4.4,Afternoon,76.2,"80.4,76.4,77.2,70.0,76.2",Medium
U03909,Siam Uddin,Male,BUET,Public,Pharmacy,"Year 1, Spring",2.61,"Pharmacology, Genetics, Clinical Pharmacy, Organic Chemistry, Human Anatomy",65.7,4.2,"Organic Chemistry, Genetics",Pharmacology,Rajshahi,5.7,Afternoon,65.9,"65.9,60.1,61.6,64.0,65.9",Medium
U03910,Sajid Rahman,Male,East West University,Private,Finance,"Year 3, Summer",2.99,"Microeconomics, Marketing Strategy, Business Law, Financial Accounting, Principles of Management",79.8,7.4,Business Law,"Financial Accounting, Marketing Strategy",Cumilla,5.2,Morning,78.4,"69.1,73.7,74.7,73.4,78.4",Medium
U03911,Farhana Hossain,Female,Jahangirnagar University,Public,Environmental Science,"Year 4, Summer",3.62,"Ecology, Climate Change, Soil Science, Sustainable Development",78.9,5.3,Sustainable Development,Soil Science,Jessore,1,Evening,89.3,"82.9,80.9,89.7,90.4,89.3",Low
U03912,Imtiaz Hossain,Male,KUET,Public,Mechanical Engineering,"Year 3, Fall",4.0,"Database Systems, Algorithms, Circuit Analysis, Thermodynamics, Data Structures",99,7.0,"Thermodynamics, Data Structures",Circuit Analysis,Jessore,9.8,Night,95.5,"92.9,99.1,90.2,100,95.5",Low
U03913,Siam Hossain,Male,CUET,Public,EEE,"Year 4, Fall",3.32,"Algorithms, Circuit Analysis, Database Systems, Machine Learning, Data Structures",87.1,4.9,"Database Systems, Machine Learning",Circuit Analysis,Jessore,6.6,Night,83.6,"86.3,85.9,86.7,84.5,83.6",Low
U03914,Nadia Islam,Female,North South University,Private,International Relations,"Year 1, Spring",2.96,"Social Psychology, World History, Political Science, Research Methodology",75.1,5.5,"Political Science, Social Psychology",World History,Bogura,5.1,Morning,69.6,"63.5,65.4,67.3,68.8,69.6",Medium
U03915,Nusrat Hasan,Female,Daffodil International University,Private,Pharmacy,"Year 4, Spring",3.66,"Pharmacology, Clinical Pharmacy, Human Anatomy, Organic Chemistry",63.8,4.1,Organic Chemistry,Clinical Pharmacy,Barishal,5.1,Afternoon,93.9,"91.5,85.9,94.1,93.5,93.9",Medium
U03916,Fariha Khan,Female,Daffodil International University,Private,Agriculture,"Year 2, Summer",3.0,"Climate Change, Sustainable Development, Ecology, Soil Science",57.6,4.7,Ecology,"Climate Change, Soil Science",Rajshahi,7.6,Evening,77.5,"77.9,77.3,75.2,69.5,77.5",High
U03917,Rafi Khan,Male,Jatiya Kabi Kazi Nazrul Islam University,Public,Accounting,"Year 3, Spring",3.11,"Financial Accounting, Microeconomics, Principles of Management, Marketing Strategy, Business Law",79.0,7.5,"Microeconomics, Principles of Management","Financial Accounting, Marketing Strategy",Narayanganj,6.2,Morning,79.1,"73.5,82.8,78.0,77.6,79.1",Low
U03918,Sabina Hasan,Female,Jahangirnagar University,Public,Microbiology,"Year 2, Summer",2.62,"Pharmacology, Organic Chemistry, Clinical Pharmacy, Genetics, Human Anatomy",50,5.3,Organic Chemistry,Genetics,Gazipur,4.5,Evening,64.6,"63.8,62.4,69.1,59.4,64.6",High
U03919,Sadia Islam,Female,BRAC University,Private,Mechanical Engineering,"Year 3, Summer",3.07,"Data Structures, Circuit Analysis, Algorithms, Thermodynamics, Machine Learning",99,5.1,"Algorithms, Circuit Analysis",Data Structures,Bogura,9.2,Evening,76.9,"73.7,71.7,79.2,74.8,76.9",Low
U03920,Sabina Chowdhury,Female,SUST,Public,Software Engineering,"Year 3, Spring",3.86,"Machine Learning, Circuit Analysis, Database Systems, Algorithms, Data Structures",76.9,9.7,"Circuit Analysis, Algorithms",Machine Learning,Cumilla,1.4,Night,93.9,"96.1,97.6,89.4,89.1,93.9",Low
U03921,Fahim Ahmed,Male,CUET,Public,Software Engineering,"Year 4, Fall",3.67,"Machine Learning, Data Structures, Algorithms, Circuit Analysis, Database Systems",79.4,6.4,Machine Learning,"Data Structures, Database Systems",Kushtia,2.5,Night,92.1,"95.3,83.0,86.2,94.0,92.1",Low
U03922,Arif Uddin,Male,American International University-Bangladesh,Private,International Law,"Year 1, Spring",3.2,"Jurisprudence, Civil Procedure, Constitutional Law, Criminal Law",79.2,3.0,"Civil Procedure, Constitutional Law","Jurisprudence, Criminal Law",Narayanganj,4.6,Morning,79.8,"72.6,73.0,76.4,75.9,79.8",Medium
U03923,Siam Ali,Male,BUET,Public,Finance,"Year 3, Fall",3.7,"Principles of Management, Microeconomics, Marketing Strategy, Business Law, Financial Accounting",83.9,5.6,"Principles of Management, Marketing Strategy",Microeconomics,Sylhet,6.2,Morning,92.7,"93.3,95.4,91.8,94.2,92.7",Low
U03924,Nusrat Uddin,Female,North South University,Private,English,"Year 2, Summer",2.35,"Mass Communication, Literary Criticism, History of Art, Ethics",82.3,2.8,"Mass Communication, History of Art","Ethics, Literary Criticism",Rangpur,3.4,Evening,60.6,"57.5,59.2,55.3,52.4,60.6",High
U03925,Tasnia Sarker,Female,University of Liberal Arts Bangladesh,Private,LLB,"Year 3, Fall",2.89,"Jurisprudence, Criminal Law, Civil Procedure, Constitutional Law",64.4,2.2,"Jurisprudence, Criminal Law",Civil Procedure,Tangail,8.5,Morning,75.1,"67.2,73.7,70.2,70.2,75.1",Medium
U03926,Adnan Rahman,Male,RUET,Public,Biotechnology,"Year 1, Summer",3.05,"Organic Chemistry, Clinical Pharmacy, Pharmacology, Genetics, Human Anatomy",92.3,8.9,"Human Anatomy, Pharmacology","Organic Chemistry, Genetics",Gazipur,9.4,Morning,75.7,"66.6,75.0,70.9,65.8,75.7",Low
U03927,Arif Ali,Male,North South University,Private,Pharmacy,"Year 4, Summer",2.93,"Human Anatomy, Clinical Pharmacy, Organic Chemistry, Pharmacology",63.1,5.0,"Clinical Pharmacy, Pharmacology",Human Anatomy,Cox's Bazar,2.0,Morning,69.0,"72.2,70.5,62.1,71.7,69.0",Medium
U03928,Sadia Uddin,Female,East West University,Private,Philosophy,"Year 1, Fall",3.33,"Mass Communication, History of Art, Ethics, Literary Criticism",93.6,6.2,"Ethics, Mass Communication","Literary Criticism, History of Art",Bogura,4.0,Morning,82.7,"75.8,75.5,77.9,81.6,82.7",Low
U03929,Sajid Khan,Male,East West University,Private,International Law,"Year 4, Fall",4.0,"Civil Procedure, Constitutional Law, Criminal Law, Jurisprudence",66.5,6.8,Civil Procedure,"Constitutional Law, Jurisprudence",Chattogram,6.4,Morning,99.8,"89.9,92.3,100,96.3,99.8",Medium
U03930,Imtiaz Begum,Male,KUET,Public,EEE,"Year 2, Spring",4.0,"Data Structures, Circuit Analysis, Machine Learning, Algorithms, Thermodynamics, Database Systems",97.2,5.8,"Data Structures, Machine Learning","Database Systems, Algorithms",Dhaka,7.9,Evening,100,"100,99.4,94.7,100,100",Low
U03931,Nadia Hossain,Female,American International University-Bangladesh,Private,CSE,"Year 2, Fall",2.59,"Algorithms, Thermodynamics, Machine Learning, Data Structures, Circuit Analysis, Database Systems",75.0,6.6,Machine Learning,Circuit Analysis,Kushtia,6.7,Night,64.2,"62.2,57.0,65.3,59.3,64.2",Medium
U03932,Fahim Hasan,Male,North South University,Private,Economics,"Year 1, Spring",2.87,"Financial Accounting, Microeconomics, Business Law, Marketing Strategy, Principles of Management",89.1,2.5,Principles of Management,Marketing Strategy,Dhaka,8.9,Morning,75.8,"75.0,67.6,66.4,69.6,75.8",Medium
U03933,Nabil Akter,Male,University of Dhaka,Public,Civil Engineering,"Year 4, Spring",2.55,"Circuit Analysis, Data Structures, Machine Learning, Thermodynamics, Algorithms",75.0,5.3,Machine Learning,Circuit Analysis,Rangpur,8.4,Morning,65.7,"67.5,61.7,58.6,62.7,65.7",Medium
U03934,Nusrat Sarker,Female,East West University,Private,International Law,"Year 3, Fall",3.93,"Jurisprudence, Criminal Law, Constitutional Law, Civil Procedure",84.3,6.2,Jurisprudence,Civil Procedure,Chattogram,7.4,Night,100,"100,97.9,99.7,99.6,100",Low
U03935,Sadia Khan,Female,Ahsanullah University of Science and Technology,Private,Software Engineering,"Year 4, Fall",2.43,"Database Systems, Data Structures, Machine Learning, Circuit Analysis",78.6,3.4,"Data Structures, Database Systems",Circuit Analysis,Barishal,3.4,Night,61.8,"55.6,55.9,58.0,55.2,61.8",High
U03936,Sadia Islam,Female,University of Liberal Arts Bangladesh,Private,Economics,"Year 2, Fall",3.03,"Financial Accounting, Microeconomics, Business Law, Marketing Strategy, Principles of Management",69.2,4.9,"Business Law, Financial Accounting",Marketing Strategy,Rajshahi,3.9,Afternoon,79.8,"79.2,78.3,74.0,83.9,79.8",Medium
U03937,Rahim Akter,Male,University of Liberal Arts Bangladesh,Private,CSE,"Year 4, Fall",3.12,"Machine Learning, Circuit Analysis, Database Systems, Data Structures, Algorithms",97.1,3.8,"Data Structures, Database Systems",Algorithms,Jessore,5.4,Night,79.1,"70.6,74.8,82.8,70.1,79.1",Medium
U03938,Afia Ali,Female,Ahsanullah University of Science and Technology,Private,MIS,"Year 2, Fall",2.56,"Financial Accounting, Principles of Management, Microeconomics, Marketing Strategy",88.4,4.3,"Principles of Management, Marketing Strategy",Financial Accounting,Gazipur,3.7,Afternoon,59.6,"58.0,59.3,59.2,64.0,59.6",Medium
U03939,Adnan Ahmed,Male,Daffodil International University,Private,Anthropology,"Year 4, Summer",3.5,"Social Psychology, Political Science, World History, Research Methodology",99,6.5,World History,Political Science,Cox's Bazar,5.4,Evening,88.1,"79.4,87.6,92.4,91.0,88.1",Low
U03940,Fariha Hasan,Female,Jahangirnagar University,Public,Data Science,"Year 3, Spring",3.54,"Thermodynamics, Data Structures, Database Systems, Circuit Analysis, Algorithms",72.7,10.5,"Thermodynamics, Database Systems","Circuit Analysis, Data Structures",Kushtia,7.4,Afternoon,83.9,"75.6,77.8,80.9,76.1,83.9",Medium
U03941,Raisa Ali,Female,Rajshahi University,Public,LLB,"Year 2, Fall",4.0,"Constitutional Law, Criminal Law, Civil Procedure, Jurisprudence",95.1,5.4,Jurisprudence,Civil Procedure,Khulna,4.7,Afternoon,100,"94.4,91.1,91.3,90.3,100",Low
U03942,Karim Islam,Male,North South University,Private,Mechanical Engineering,"Year 1, Summer",3.48,"Machine Learning, Database Systems, Thermodynamics, Algorithms, Data Structures, Circuit Analysis",76.4,1,"Data Structures, Database Systems",Machine Learning,Jessore,5.9,Morning,82.1,"80.6,74.8,77.7,82.2,82.1",High
U03943,Ayesha Islam,Female,BRAC University,Private,Data Science,"Year 3, Spring",2.74,"Machine Learning, Circuit Analysis, Algorithms, Data Structures",72.8,1.5,"Algorithms, Data Structures",Circuit Analysis,Bogura,4.7,Morning,64.4,"56.6,68.4,59.2,58.3,64.4",High
U03944,Sajid Islam,Male,Noakhali Science and Technology University,Public,HRM,"Year 1, Spring",3.05,"Principles of Management, Business Law, Financial Accounting, Microeconomics, Marketing Strategy",95.9,3.9,"Microeconomics, Principles of Management",Financial Accounting,Rajshahi,5.4,Night,73.0,"63.0,68.4,68.5,65.3,73.0",Medium
U03945,Rafi Hasan,Male,Daffodil International University,Private,English,"Year 4, Fall",3.98,"Ethics, History of Art, Literary Criticism, Mass Communication",56.1,4.7,"Literary Criticism, History of Art","Ethics, Mass Communication",Dhaka,3.7,Evening,100,"93.4,90.3,95.1,94.0,100",High
U03946,Mariam Uddin,Female,BRAC University,Private,Data Science,"Year 2, Fall",3.15,"Machine Learning, Data Structures, Algorithms, Database Systems, Thermodynamics, Circuit Analysis",98.3,3.3,"Thermodynamics, Algorithms",Machine Learning,Rajshahi,9.7,Evening,79.9,"81.6,73.3,80.9,78.8,79.9",Medium
U03947,Mim Akter,Female,BUET,Public,Journalism,"Year 2, Fall",3.18,"History of Art, Ethics, Literary Criticism, Mass Communication",74.9,2.7,"Literary Criticism, Mass Communication","Ethics, History of Art",Kushtia,5.5,Evening,81.8,"77.8,82.0,84.5,85.3,81.8",Medium
U03948,Adnan Hasan,Male,Jahangirnagar University,Public,Economics,"Year 2, Spring",3.42,"Principles of Management, Microeconomics, Business Law, Financial Accounting, Marketing Strategy",66.3,5.3,Microeconomics,"Marketing Strategy, Business Law",Sylhet,2.8,Evening,87.8,"88.8,84.2,90.5,81.1,87.8",Medium
U03949,Mim Rahman,Female,East West University,Private,MIS,"Year 4, Fall",2.45,"Business Law, Marketing Strategy, Financial Accounting, Microeconomics",60.7,7.0,Financial Accounting,Marketing Strategy,Narayanganj,9.6,Afternoon,58.4,"55.1,56.2,58.5,60.6,58.4",High
U03950,Jannat Ali,Female,Jagannath University,Public,International Law,"Year 1, Summer",2.99,"Criminal Law, Constitutional Law, Civil Procedure, Jurisprudence",97.0,6.6,"Civil Procedure, Criminal Law",Jurisprudence,Barishal,6.8,Afternoon,75.0,"76.4,67.8,77.0,77.0,75.0",Medium
U03951,Tasnia Chowdhury,Female,Ahsanullah University of Science and Technology,Private,Anthropology,"Year 3, Fall",2.89,"Research Methodology, World History, Social Psychology, Political Science",80.9,4.4,World History,"Research Methodology, Political Science",Cumilla,1.3,Evening,76.4,"79.4,69.0,69.8,70.8,76.4",Medium
