student_id,name,gender,class_level,institution_name,subjects,study_hours_per_day,weak_subjects,strong_subjects,exam_score,attendance_percentage,district,device_usage_time,preferred_study_time,historical_scores
BD01884,Rahim Hossain,Male,HSC,Govt. M. M. City College,"ICT, Bangla, Physics, Accounting, Math",4.6,Accounting,"Math, ICT",72.6,82.1,Chattogram,5.0,Evening,"63.8,62.1,61.6,72.6"
BD01885,Sadia Khan,Female,University,NSU,"Physics, English, Math, Biology, Bangla, Chemistry",1.9,"Physics, English","Bangla, Biology",90.5,79.0,Rajshahi,4.5,Evening,"87.6,86.4,87.2,88.1,90.5"
BD01886,Jannat Islam,Female,University,Rajshahi University,"English, ICT, Chemistry, Bangla, Accounting",4.9,"English, Accounting","ICT, Chemistry",40.0,89.7,Chattogram,6.7,Evening,"32.4,30.7,30.2,28.7,40.0"
BD01887,Fahim Hossain,Male,SSC,Govt. Laboratory High School,"ICT, Bangla, Physics, Math, Chemistry",2.9,"Math, Physics","ICT, Bangla",83.1,90.9,Rangpur,4.0,Morning,"75.4,75.8,75.2,83.1"
BD01888,Nabil Hossain,Male,HSC,Dhaka College,"English, Biology, Physics, Math, Bangla, Accounting",8.4,"Math, Accounting",Physics,67.9,85.8,Khulna,2.3,Morning,"63.0,61.8,61.6,67.9"
BD01889,Nabil Rahman,Male,University,North South University,"English, Chemistry, ICT, Physics, Math, Biology",7.3,Biology,"Chemistry, ICT",55.2,64.2,Rajshahi,4.5,Night,"50.6,53.0,52.5,52.3,55.2"
BD01890,Naeem Khan,Male,University,University of Dhaka,"Bangla, Math, Biology, Chemistry, Accounting",4.6,"Math, Accounting","Biology, Bangla",64.4,60.2,Khulna,3.5,Night,"55.0,54.2,53.2,55.8,64.4"
BD01891,Nusrat Sarker,Female,University,BRAC University,"English, Physics, Accounting, Biology",0.8,"Biology, English",Physics,69.2,88.5,Dhaka,3.4,Night,"61.2,62.3,61.8,59.3,69.2"
BD01892,Ayesha Sarker,Female,SSC,Rajshahi Collegiate School,"Bangla, English, ICT, Math, Biology, Accounting",2.6,Math,"English, ICT",92.5,67.5,Mymensingh,4.6,Night,"83.0,84.6,83.1,92.5"
BD01893,Fariha Islam,Female,HSC,Govt. M. M. City College,"Chemistry, Math, Biology, ICT, Bangla",6.8,Chemistry,"Math, Bangla",66.1,89.5,Barishal,1.0,Evening,"61.4,59.7,59.0,66.1"
BD01894,Sajid Rahman,Male,University,BUET,"English, Accounting, ICT, Bangla",3.6,Bangla,"Accounting, English",69.1,51.2,Rajshahi,5.8,Evening,"64.4,63.3,65.3,66.9,69.1"
BD01895,Jahid Akter,Male,SSC,Govt. Laboratory High School,"Math, Chemistry, Accounting, ICT, Biology, English, Physics",2.6,Accounting,"Chemistry, Physics",70.6,81.3,Cumilla,3.7,Evening,"64.1,62.9,63.4,70.6"
BD01896,Nadia Sarker,Female,University,Rajshahi University,"Accounting, English, ICT, Biology",3.0,"ICT, Accounting",English,65.9,86.6,Rangpur,5.3,Night,"58.3,56.2,56.8,56.7,65.9"
BD01897,Arif Rahman,Male,University,BRAC University,"Accounting, English, Biology, Math, Bangla",1.7,"Biology, Accounting",Math,65.7,80.0,Sylhet,5.3,Night,"60.3,60.9,62.8,63.7,65.7"
BD01898,Farhana Rahman,Female,HSC,Rajshahi College,"Accounting, Math, Biology, Chemistry, English",3.3,Math,"Chemistry, English",74.8,78.6,Barishal,4.1,Morning,"66.0,67.2,69.1,74.8"
BD01899,Sumaiya Sarker,Female,SSC,Govt. Laboratory High School,"Chemistry, Biology, Accounting, ICT, Physics, Math, Bangla",3.2,"Physics, Bangla",ICT,75.7,80.2,Mymensingh,2.7,Morning,"69.2,69.2,67.8,75.7"
BD01900,Mim Khan,Female,HSC,Holy Cross College,"ICT, Math, Chemistry, Physics, Accounting, Bangla",2.8,Math,Bangla,74.4,86.6,Rajshahi,2.9,Evening,"69.4,70.0,69.0,74.4"
BD01901,Rafi Hasan,Male,University,North South University,"Bangla, Math, Biology, Physics, English, Chemistry",4.3,Bangla,English,82.8,74.8,Rangpur,4.5,Evening,"77.6,75.9,74.0,76.8,82.8"
BD01902,Rafi Akter,Male,SSC,Rajshahi Collegiate School,"English, Bangla, Physics, Biology, Accounting, Math, ICT",3.8,"Physics, Accounting","Bangla, English",33,83.6,Cumilla,1.3,Morning,"28.0,28.3,28.0,33"
BD01903,Sumaiya Sarker,Female,University,United International University,"Physics, Chemistry, ICT, Math",4.2,"ICT, Math",Chemistry,56.8,80.7,Cumilla,6.0,Night,"50.8,51.6,52.8,53.8,56.8"
BD01904,Naeem Hasan,Male,HSC,Holy Cross College,"English, ICT, Chemistry, Bangla, Physics, Biology",3.9,"English, ICT","Chemistry, Biology",81.9,88.6,Chattogram,5.6,Evening,"73.1,72.8,74.7,81.9"
BD01905,Ayesha Islam,Female,University,Khulna University,"English, ICT, Physics, Accounting, Math",1.5,"Physics, English","Math, Accounting",63.2,88.8,Rajshahi,4.2,Morning,"53.5,54.9,54.9,56.2,63.2"
BD01906,Rahim Akter,Male,SSC,Govt. Laboratory High School,"Chemistry, Physics, Biology, Accounting, Bangla, ICT, English",2.3,"Physics, Biology",English,55.6,89.0,Cumilla,2.7,Morning,"48.4,49.2,48.5,55.6"
BD01907,Mahmud Khan,Male,SSC,Ideal School and College,"Biology, ICT, English, Accounting, Math",3.6,"ICT, Math",Accounting,52.0,91.9,Barishal,5.5,Morning,"44.6,46.7,48.8,52.0"
BD01908,Karim Chowdhury,Male,University,Khulna University,"Physics, ICT, Biology, Bangla, Chemistry, Accounting",3.4,"Physics, Bangla","Accounting, Biology",58.7,92.5,Chattogram,7.2,Evening,"55.1,57.5,60.3,61.7,58.7"
BD01909,Ayesha Chowdhury,Female,University,Rajshahi University,"Chemistry, ICT, Bangla, English, Accounting, Math",4.1,"ICT, Accounting","Bangla, English",43.0,81.0,Barishal,3.8,Night,"38.4,37.2,35.8,33.6,43.0"
BD01910,Nadia Begum,Female,SSC,Dhaka Residential Model College,"Accounting, English, Math, ICT, Biology",2.8,"Biology, English","ICT, Accounting",44.3,83.0,Barishal,4.3,Morning,"35.2,33.1,31.0,44.3"
BD01911,Fahim Hossain,Male,HSC,Govt. M. M. City College,"Bangla, Accounting, Physics, Biology, Math",6.0,"Accounting, Bangla","Math, Biology",61.1,78.9,Rajshahi,4.9,Evening,"50.8,52.6,50.9,61.1"
BD01912,Nabil Hossain,Male,HSC,Dhaka College,"English, Physics, Bangla, Accounting, Math",6.3,"Accounting, Physics","Bangla, Math",72.2,79.1,Rajshahi,6.6,Evening,"67.6,67.1,67.7,72.2"
BD01913,Mahmud Islam,Male,University,Rajshahi University,"ICT, Biology, Chemistry, Bangla, English",3.7,"ICT, Biology","Chemistry, English",35.1,63.1,Gazipur,7.0,Morning,"28.5,28.0,28.7,28.5,35.1"
BD01914,Sadia Hossain,Female,SSC,Viqarunnisa Noon School and College,"ICT, English, Bangla, Chemistry, Physics",2.8,"Physics, English","Chemistry, ICT",40.9,92.1,Sylhet,2.1,Night,"33.1,32.0,30.4,40.9"
BD01915,Arif Ahmed,Male,University,Chittagong University,"Biology, Chemistry, Bangla, Accounting, ICT",5.5,Biology,"Chemistry, Accounting",58.4,82.4,Dhaka,6.1,Evening,"52.0,51.6,51.6,49.8,58.4"
BD01916,Shakib Khan,Male,SSC,Govt. Laboratory High School,"Bangla, Biology, English, Accounting, Math, Chemistry, ICT",4.1,"Biology, Accounting","Chemistry, English",79.2,74.6,Barishal,1.6,Evening,"71.1,70.0,69.4,79.2"
BD01917,Mim Ahmed,Female,University,Chittagong University,"English, Bangla, ICT, Chemistry, Physics",2.5,Bangla,Chemistry,82.6,99,Gazipur,4.4,Morning,"76.1,76.1,76.9,78.6,82.6"
BD01918,Sumaiya Hasan,Female,University,Rajshahi University,"Chemistry, Physics, Bangla, English",1.8,Chemistry,Bangla,71.5,77.0,Rangpur,7.4,Morning,"67.6,70.1,69.9,72.9,71.5"
BD01919,Naeem Sarker,Male,SSC,Rajshahi Collegiate School,"Chemistry, Accounting, Math, Physics, Biology",3.8,Chemistry,"Accounting, Physics",54.7,88.3,Rangpur,3.0,Morning,"48.2,49.4,48.5,54.7"
BD01920,Rafi Begum,Male,University,BRAC University,"English, Biology, Chemistry, Math, Physics",4.1,"Physics, Math",Biology,36.5,70.7,Chattogram,4.7,Morning,"30.5,29.7,31.0,30.6,36.5"
BD01921,Sajid Sarker,Male,University,BUET,"Math, Bangla, Chemistry, Accounting, Physics, English",2.7,"Chemistry, English","Math, Bangla",69.5,59.7,Sylhet,6.4,Night,"60.0,59.2,59.0,59.3,69.5"
BD01922,Mahmud Hossain,Male,SSC,Viqarunnisa Noon School and College,"English, ICT, Physics, Math, Bangla",0.9,ICT,"English, Physics",72.3,89.3,Mymensingh,3.1,Evening,"65.1,65.2,64.1,72.3"
BD01923,Ayesha Khan,Female,University,University of Dhaka,"Bangla, ICT, English, Math, Biology",5.1,"Math, ICT","Biology, English",72.2,80.6,Dhaka,3.4,Night,"65.4,64.1,65.9,65.2,72.2"
BD01924,Nabil Chowdhury,Male,University,Khulna University,"Chemistry, ICT, Biology, Physics, Accounting, Bangla",3.4,"Physics, Accounting",Biology,58.2,65.3,Mymensingh,3.9,Night,"50.9,50.5,48.8,50.1,58.2"
BD01925,Naeem Ahmed,Male,University,United International University,"English, Accounting, Math, Bangla, Chemistry",5.4,Accounting,"Chemistry, Math",63.1,89.0,Barishal,4.7,Morning,"52.7,52.9,52.5,54.8,63.1"
BD01926,Sabina Akter,Female,HSC,Holy Cross College,"Chemistry, Math, English, Biology, Bangla",4.5,"Chemistry, Math","Biology, English",89.2,76.2,Cumilla,4.7,Morning,"84.9,84.8,86.1,89.2"
BD01927,Sumaiya Rahman,Female,University,BUET,"English, Biology, Physics, ICT",7.8,Biology,"Physics, English",76.6,75.4,Chattogram,5.4,Night,"75.6,78.5,76.8,74.5,76.6"
BD01928,Karim Hossain,Male,SSC,Dhaka Residential Model College,"English, Physics, Chemistry, Accounting, ICT, Biology",2.7,ICT,"Physics, Chemistry",50.0,71.4,Gazipur,3.4,Evening,"49.2,51.2,52.0,50.0"
BD01929,Tanjila Begum,Female,SSC,Viqarunnisa Noon School and College,"Bangla, Physics, Chemistry, ICT, English",3.9,"Bangla, ICT","Physics, Chemistry",56.4,83.2,Dhaka,4.0,Morning,"49.7,49.9,52.0,56.4"
BD01930,Nadia Hasan,Female,University,Khulna University,"Physics, Accounting, English, Math, Bangla, Biology",4.3,Accounting,"Physics, English",66.2,85.4,Sylhet,4.7,Evening,"63.0,65.2,66.1,64.1,66.2"
BD01931,Fariha Akter,Female,SSC,Rajshahi Collegiate School,"Biology, Math, English, Physics, Chemistry",2.0,English,"Math, Biology",71.9,99,Rajshahi,1.4,Evening,"64.3,65.8,64.6,71.9"
BD01932,Jannat Hasan,Female,HSC,Dhaka College,"Bangla, Math, Accounting, ICT, Physics",3.8,"ICT, Bangla","Accounting, Math",73.5,71.0,Rangpur,4.0,Night,"67.7,67.5,68.1,73.5"
BD01933,Shakib Chowdhury,Male,HSC,Notre Dame College,"Accounting, ICT, Chemistry, Physics, Math, Bangla",5.3,"ICT, Accounting","Chemistry, Physics",78.9,97.7,Dhaka,1.6,Night,"71.3,72.4,72.8,78.9"
BD01934,Karim Hossain,Male,SSC,Ideal School and College,"English, ICT, Accounting, Chemistry, Bangla",3.1,"Bangla, Chemistry","Accounting, ICT",70.9,87.9,Cumilla,6.1,Night,"62.5,61.9,61.1,70.9"
BD01935,Mahmud Hossain,Male,University,Khulna University,"Bangla, Biology, Chemistry, Physics",3.9,"Chemistry, Physics","Biology, Bangla",68.8,65.5,Sylhet,5.6,Evening,"63.6,64.3,62.8,61.0,68.8"
BD01936,Nabil Hossain,Male,University,Khulna University,"Math, English, Accounting, Bangla, Physics",3.9,Math,"Bangla, Physics",90.5,81.3,Gazipur,8.3,Evening,"85.4,84.1,85.0,82.8,90.5"
BD01937,Mahmud Sarker,Male,SSC,Ideal School and College,"Math, ICT, Accounting, Bangla, Physics",1.9,"Math, Bangla","ICT, Accounting",80.1,80.8,Dhaka,5.3,Night,"70.9,73.0,72.1,80.1"
BD01938,Sumaiya Akter,Female,HSC,Dhaka College,"Math, English, ICT, Accounting, Chemistry, Physics, Bangla",4.8,"Chemistry, Bangla","Physics, Math",74.3,85.9,Khulna,5.1,Morning,"65.1,64.9,63.4,74.3"
BD01939,Sadia Rahman,Female,SSC,Dhaka Residential Model College,"Chemistry, Accounting, ICT, Physics, Bangla",3.8,Accounting,"Chemistry, Bangla",41.2,89.0,Rajshahi,3.2,Morning,"33.6,32.7,30.4,41.2"
BD01940,Naeem Islam,Male,HSC,Dhaka College,"ICT, English, Bangla, Chemistry, Math",5.1,Math,"Chemistry, ICT",84.2,71.6,Sylhet,5.4,Morning,"78.1,78.5,81.9,84.2"
BD01941,Sabina Akter,Female,HSC,Rajshahi College,"Physics, Biology, Bangla, ICT, Math, English, Accounting",2.5,"English, Biology","Math, ICT",58.0,74.0,Dhaka,4.0,Morning,"51.2,50.8,48.4,58.0"
BD01942,Mim Sarker,Female,University,Khulna University,"English, Math, Biology, Physics",3.6,Physics,"English, Biology",80.8,80.0,Cumilla,6.5,Evening,"71.9,72.0,73.0,71.2,80.8"
BD01943,Sadia Hossain,Female,SSC,Viqarunnisa Noon School and College,"Physics, Chemistry, Biology, Bangla, Math",4.6,Physics,"Chemistry, Bangla",66.7,76.1,Gazipur,5.8,Morning,"62.2,62.6,60.1,66.7"
BD01944,Arif Begum,Male,HSC,Govt. M. M. City College,"Bangla, Chemistry, English, ICT, Math, Accounting, Physics",3.8,"Chemistry, Math","Physics, Accounting",46.8,64.1,Dhaka,1.9,Evening,"35.1,34.9,34.4,46.8"
BD01945,Arif Chowdhury,Male,SSC,Govt. Laboratory High School,"Math, English, Chemistry, Accounting, Physics, Bangla, ICT",3.2,"Physics, ICT","Bangla, Accounting",65.0,71.5,Chattogram,3.7,Night,"55.1,55.6,54.4,65.0"
BD01946,Mahmud Islam,Male,SSC,Ideal School and College,"English, Physics, Math, Chemistry, Accounting, Biology",3.4,"English, Biology","Physics, Math",72.2,84.0,Rangpur,2.8,Evening,"66.7,67.7,65.5,72.2"
BD01947,Tanjila Hasan,Female,University,United International University,"Bangla, Math, Chemistry, English, Physics",2.8,"Bangla, Physics","Chemistry, English",56.7,73.5,Rajshahi,3.5,Night,"50.6,52.2,51.2,52.8,56.7"
BD01948,Tanjila Hossain,Female,SSC,Viqarunnisa Noon School and College,"Biology, Bangla, Physics, Accounting, Chemistry, Math",1.4,"Accounting, Chemistry",Bangla,46.0,80.8,Mymensingh,4.7,Morning,"34.2,33.7,33.1,46.0"
BD01949,Nadia Islam,Female,HSC,Rajshahi College,"English, Bangla, Chemistry, Math, Physics, Biology, Accounting",6.4,English,"Physics, Biology",64.9,70.3,Gazipur,3.9,Evening,"57.8,59.6,58.8,64.9"
BD01950,Arif Chowdhury,Male,HSC,Notre Dame College,"Accounting, Math, ICT, Biology, Chemistry",4.8,"Math, ICT","Accounting, Chemistry",56.1,73.0,Rangpur,5.1,Morning,"53.8,56.6,55.6,56.1"
BD01951,Sadia Hasan,Female,SSC,Dhaka Residential Model College,"ICT, Biology, Math, Physics, Accounting, Chemistry, Bangla",2.9,"Bangla, ICT","Biology, Chemistry",62.2,99,Cumilla,3.3,Morning,"52.9,52.8,53.0,62.2"
BD01952,Jahid Begum,Male,SSC,Rajshahi Collegiate School,"Chemistry, Accounting, Math, English, Biology, Physics",2.3,"Biology, English","Chemistry, Math",93.6,73.6,Chattogram,1.6,Morning,"84.0,83.6,83.1,93.6"
BD01953,Farhana Begum,Female,University,United International University,"Accounting, Chemistry, English, Math, Biology, Physics",4.0,"English, Accounting",Math,86.5,73.7,Dhaka,5.1,Night,"75.5,75.8,76.1,77.0,86.5"
BD01954,Mahmud Hossain,Male,University,BUET,"Physics, English, Biology, ICT, Chemistry",6.8,"ICT, Physics","Chemistry, Biology",68.2,65.4,Sylhet,6.1,Night,"62.1,60.1,61.9,63.4,68.2"
BD01955,Rahim Hasan,Male,University,Chittagong University,"Physics, Accounting, English, Chemistry, Math, Bangla",6.2,Bangla,"Physics, Accounting",80.0,79.2,Barishal,6.9,Morning,"75.1,73.4,73.8,75.8,80.0"
BD01956,Sadia Hossain,Female,University,Rajshahi University,"Math, ICT, English, Bangla, Biology, Accounting",2.6,"Biology, English",Accounting,67.4,71.3,Mymensingh,4.7,Morning,"64.0,63.0,61.0,62.7,67.4"
BD01957,Mim Hossain,Female,University,BRAC University,"Chemistry, Bangla, Accounting, Physics, Biology",3.3,"Chemistry, Bangla","Biology, Accounting",70.5,91.2,Mymensingh,5.6,Morning,"64.4,63.3,63.6,64.1,70.5"
BD01958,Nabil Rahman,Male,University,NSU,"Biology, Accounting, Math, Bangla, ICT",0.8,Bangla,"Math, Biology",81.6,94.9,Mymensingh,5.6,Morning,"77.3,76.6,74.3,75.8,81.6"
BD01959,Shakib Akter,Male,HSC,Dhaka College,"Chemistry, ICT, Accounting, English, Math",4.1,"English, Chemistry","ICT, Accounting",81.7,77.8,Khulna,5.1,Evening,"71.2,70.4,71.9,81.7"
BD01960,Nusrat Rahman,Female,HSC,Govt. M. M. City College,"Physics, Chemistry, Math, Biology, Bangla, ICT",7.0,"Math, Biology","ICT, Physics",51.5,94.1,Dhaka,5.2,Evening,"44.4,45.4,46.0,51.5"
BD01961,Jahid Akter,Male,SSC,Dhaka Residential Model College,"Biology, ICT, Chemistry, Bangla, English, Physics",3.0,"Physics, Bangla","ICT, Chemistry",92.8,89.2,Chattogram,4.4,Night,"87.6,88.7,90.6,92.8"
BD01962,Rahim Ahmed,Male,SSC,Govt. Laboratory High School,"ICT, English, Accounting, Biology, Physics",1.3,"English, Physics","Biology, Accounting",53.5,87.5,Mymensingh,5.8,Evening,"50.9,51.3,52.8,53.5"
BD01963,Shakib Rahman,Male,SSC,Dhaka Residential Model College,"Bangla, Chemistry, Math, ICT, English",3.1,English,ICT,68.2,72.6,Sylhet,5.2,Morning,"58.4,56.5,58.1,68.2"
BD01964,Farhana Hasan,Female,University,North South University,"ICT, Math, Accounting, Physics, Chemistry, English",4.9,"Physics, Accounting",ICT,91.2,73.0,Chattogram,3.9,Night,"85.8,87.1,87.5,88.2,91.2"
BD01965,Jahid Hasan,Male,University,Khulna University,"Bangla, Accounting, Chemistry, Math, Physics, English",7.4,"Physics, English","Accounting, Bangla",69.5,60.2,Khulna,5.7,Evening,"61.4,61.8,63.6,64.4,69.5"
BD01966,Nabil Khan,Male,University,BRAC University,"Physics, Accounting, Math, Biology, ICT",3.6,"Biology, ICT",Math,58.3,95.8,Gazipur,4.1,Evening,"51.6,49.5,49.0,49.3,58.3"
BD01967,Sabina Islam,Female,SSC,Govt. Laboratory High School,"ICT, Biology, Physics, Math, Chemistry, Accounting, English",3.5,Physics,"Chemistry, Biology",60.0,89.5,Rangpur,3.2,Evening,"56.2,54.5,55.4,60.0"
BD01968,Mahmud Rahman,Male,SSC,Govt. Laboratory High School,"Math, Biology, ICT, Chemistry, Bangla, Accounting, Physics",3.4,Chemistry,"Bangla, Physics",73.3,78.5,Cumilla,5.8,Evening,"64.2,63.7,61.6,73.3"
BD01969,Fahim Khan,Male,SSC,Ideal School and College,"English, Physics, Biology, Accounting, Chemistry, ICT, Math",2.5,"Chemistry, Biology","Physics, Accounting",83.4,84.4,Khulna,2.4,Morning,"82.0,82.9,85.5,83.4"
BD01970,Karim Hossain,Male,HSC,Govt. M. M. City College,"Math, Accounting, Bangla, Physics, Chemistry, Biology",4.6,"Accounting, Physics","Chemistry, Math",34.3,91.7,Barishal,4.6,Evening,"28.0,28.0,28.0,34.3"
BD01971,Rahim Islam,Male,SSC,Govt. Laboratory High School,"Accounting, Biology, Math, Chemistry, ICT, English",0.8,"Accounting, ICT","Chemistry, Math",63.6,70.8,Mymensingh,2.0,Night,"54.8,52.7,50.4,63.6"
BD01972,Sumaiya Islam,Female,University,Khulna University,"Math, Physics, Bangla, Accounting, ICT, Biology",4.7,"Biology, Bangla","Accounting, Physics",54.4,99,Gazipur,2.0,Evening,"44.1,45.4,44.4,45.9,54.4"
BD01973,Jahid Begum,Male,University,BRAC University,"ICT, Biology, Bangla, Accounting, Math, Physics",4.4,"ICT, Accounting","Bangla, Physics",66.9,81.2,Rangpur,8.1,Evening,"62.3,65.3,63.7,65.7,66.9"
BD01974,Fahim Hasan,Male,University,BUET,"English, Biology, Accounting, Bangla, Math, Chemistry",5.0,"Biology, Math","Bangla, Chemistry",73.5,78.9,Barishal,5.8,Evening,"66.8,66.7,67.9,68.2,73.5"
BD01975,Sumaiya Rahman,Female,University,BUET,"Math, Physics, Bangla, Chemistry, English",5.1,Bangla,"Physics, English",55.4,70.2,Khulna,4.7,Night,"48.3,46.1,45.2,43.6,55.4"
BD01976,Sabina Chowdhury,Female,SSC,Viqarunnisa Noon School and College,"English, Math, Chemistry, Bangla, Physics, Biology",2.4,"Biology, Physics","Math, English",45.1,83.5,Gazipur,5.4,Morning,"34.3,31.9,30.9,45.1"
BD01977,Karim Hossain,Male,SSC,Viqarunnisa Noon School and College,"English, Chemistry, ICT, Accounting, Math, Physics, Bangla",2.4,"Bangla, English","Physics, Math",63.3,92.7,Rangpur,3.8,Evening,"58.2,57.3,55.6,63.3"
BD01978,Tanvir Ahmed,Male,SSC,Govt. Laboratory High School,"Biology, Physics, ICT, Bangla, Math, English, Chemistry",4.5,"Biology, ICT",Math,62.7,94.8,Barishal,1.8,Night,"55.3,54.7,55.7,62.7"
BD01979,Nabil Sarker,Male,SSC,Govt. Laboratory High School,"Accounting, Physics, Biology, English, Bangla, ICT",2.8,Biology,"English, Physics",44.5,80.9,Rangpur,3.9,Morning,"35.9,35.8,35.2,44.5"
BD01980,Shakib Khan,Male,SSC,Govt. Laboratory High School,"ICT, Physics, English, Math, Accounting, Chemistry",2.1,"English, Accounting",ICT,78.7,85.5,Chattogram,2.9,Evening,"75.9,75.8,77.3,78.7"
BD01981,Mahmud Ahmed,Male,SSC,Govt. Laboratory High School,"Biology, Math, Bangla, English, ICT",2.3,"English, ICT",Math,72.3,86.9,Sylhet,4.6,Evening,"67.1,68.9,67.2,72.3"
BD01982,Nabil Sarker,Male,HSC,Rajshahi College,"Biology, Math, ICT, Bangla, Chemistry, Accounting, Physics",5.0,"Chemistry, Accounting","ICT, Biology",78.9,79.9,Chattogram,5.8,Evening,"71.1,73.4,71.3,78.9"
BD01983,Arif Ahmed,Male,SSC,Rajshahi Collegiate School,"Bangla, English, Accounting, Chemistry, Math",3.2,Math,English,63.6,85.9,Barishal,2.7,Morning,"59.5,58.6,58.4,63.6"
BD01984,Tanjila Begum,Female,University,Chittagong University,"Bangla, English, Physics, Biology, Chemistry, Accounting",3.3,"Chemistry, Physics","Biology, Bangla",36.2,80.0,Mymensingh,7.5,Morning,"29.7,29.7,29.4,28.4,36.2"
BD01985,Rahim Ahmed,Male,SSC,Dhaka Residential Model College,"Accounting, Chemistry, Physics, English, Math, ICT",3.3,Chemistry,ICT,59.3,84.9,Dhaka,5.1,Night,"49.0,46.7,46.2,59.3"
BD01986,Rahim Ahmed,Male,HSC,Govt. M. M. City College,"Math, ICT, Bangla, English, Accounting",4.6,ICT,"English, Accounting",57.2,67.0,Chattogram,6.8,Evening,"48.9,48.6,51.2,57.2"
BD01987,Sajid Ahmed,Male,SSC,Ideal School and College,"Physics, Math, Accounting, Bangla, English",5.7,Accounting,Physics,56.8,91.4,Chattogram,6.9,Morning,"51.2,50.9,50.9,56.8"
BD01988,Nabil Ahmed,Male,HSC,Rajshahi College,"ICT, Chemistry, Accounting, Biology, Bangla",4.3,"Biology, Accounting",Chemistry,77.3,89.0,Dhaka,7.3,Morning,"69.4,68.2,67.6,77.3"
BD01989,Fariha Chowdhury,Female,University,Rajshahi University,"Math, Bangla, Biology, Chemistry",2.9,Chemistry,"Math, Bangla",69.4,73.7,Chattogram,2.5,Night,"61.8,62.6,63.7,64.5,69.4"
BD01990,Nadia Akter,Female,SSC,Viqarunnisa Noon School and College,"Chemistry, Biology, Math, Accounting, English",3.2,Biology,"English, Chemistry",44.0,75.2,Khulna,3.5,Night,"33.7,31.4,32.4,44.0"
BD01991,Sumaiya Khan,Female,University,NSU,"Physics, ICT, Bangla, Chemistry, English",2.6,"Physics, Bangla",English,57.2,73.8,Rangpur,5.8,Night,"48.0,49.5,49.5,47.6,57.2"
BD01992,Mim Hossain,Female,HSC,Rajshahi College,"Biology, Bangla, ICT, Physics, Math, Accounting, English",5.3,"Physics, Bangla","Math, Biology",70.7,99,Khulna,1.7,Evening,"64.2,61.9,60.0,70.7"
BD01993,Rafi Rahman,Male,SSC,Govt. Laboratory High School,"English, Biology, Chemistry, ICT, Math, Accounting",2.2,ICT,Accounting,75.3,77.3,Gazipur,5.2,Morning,"68.5,66.1,64.5,75.3"
BD01994,Tanjila Chowdhury,Female,SSC,Rajshahi Collegiate School,"English, ICT, Math, Biology, Accounting, Bangla",3.9,English,Math,54.2,86.7,Khulna,2.3,Evening,"47.6,47.8,48.4,54.2"
BD01995,Sumaiya Sarker,Female,SSC,Ideal School and College,"Physics, Math, Biology, English, Accounting, Bangla",1.8,"Biology, English","Math, Physics",88.4,98.7,Barishal,2.9,Morning,"81.6,82.8,83.4,88.4"
